,0
0,0.680488181602
1,0.714144356068
2,0.715659303924
3,0.705505198593
4,0.718160904715
5,0.727949121752
6,0.697141322696
7,0.710742904244
8,0.700255330977
9,0.709308378854
10,0.699942753165
11,0.729301823821
12,0.722376878274
13,0.708875459553
14,0.709733768233
15,0.700996706277
16,0.71312387823
17,0.700035792654
18,0.708388705046
19,0.694788035388
20,0.708159077732
21,0.698937461639
22,0.704958314565
23,0.697600953011
24,0.702511228578
25,0.714702567933
26,0.703850660067
27,0.714353660273
28,0.705509747669
29,0.714803707541
30,0.703019948066
31,0.70538871612
32,0.715770071796
33,0.693971429368
34,0.721438933775
35,0.703438092338
36,0.709232596866
37,0.713597038663
38,0.710088141568
39,0.691437709608
40,0.689466773142
41,0.709492210923
42,0.699869657533
43,0.711688962287
44,0.707335287741
45,0.712288200552
46,0.702147012803
47,0.714185372845
48,0.710140934321
49,0.696904198244
50,0.689182521048
51,0.730806551973
52,0.717573439062
53,0.70623284255
54,0.710188466206
55,0.709659760533
56,0.711842881769
57,0.720457012292
58,0.687037893646
59,0.714824892291
60,0.696872550597
61,0.71229846299
62,0.71903580712
63,0.733654119824
64,0.730937380616
65,0.703012302027
66,0.703664597611
67,0.719499197607
68,0.705730473845
69,0.71173123636
70,0.722951337654
71,0.711316078922
72,0.710883995683
73,0.70561160213
74,0.695452476544
75,0.686386535602
76,0.711093195141
77,0.712766783319
78,0.689502968142
79,0.707778893243
80,0.713076317758
81,0.718107538917
82,0.703797494246
83,0.705243063708
84,0.696487454234
85,0.720428971172
86,0.699189367156
87,0.702813998568
88,0.71030722725
89,0.707366071056
90,0.708964435901
91,0.693065816509
92,0.711937358811
93,0.715916181814
94,0.717534591609
95,0.722952339196
96,0.707579504387
97,0.716946559015
98,0.713207308068
99,0.699307051516
