,0
0,0.685262520758
1,0.701950111006
2,0.707045525741
3,0.692380686469
4,0.708712098493
5,0.693642135853
6,0.676253105894
7,0.701884994005
8,0.685966111655
9,0.68469750802
10,0.68926484915
11,0.711175121773
12,0.704776692353
13,0.700029385179
14,0.704483756963
15,0.694621186338
16,0.71079162404
17,0.72034328083
18,0.712401682161
19,0.699359847539
20,0.691723233271
21,0.685360758581
22,0.708018340181
23,0.688219384433
24,0.699415703248
25,0.685906419862
26,0.694157827856
27,0.693442022579
28,0.687613878986
29,0.720291308815
30,0.702960331292
31,0.702140525215
32,0.712583888946
33,0.699908600675
34,0.716584725213
35,0.68211494265
36,0.688963919795
37,0.700223283838
38,0.699259934544
39,0.684815063279
40,0.681971800216
41,0.701137457437
42,0.710114053828
43,0.703425601786
44,0.702603089296
45,0.689047392578
46,0.709151958998
47,0.706508128752
48,0.696557758102
49,0.684492110853
50,0.699555507098
51,0.680826070962
52,0.714556939395
53,0.71248753828
54,0.704044662652
55,0.686134788697
56,0.705701560226
57,0.691728532322
58,0.70069815584
59,0.712809223615
60,0.69053138135
61,0.717069420504
62,0.689595863752
63,0.735090907844
64,0.715545200227
65,0.69519886402
66,0.694948591787
67,0.69333192588
68,0.711535273521
69,0.704073169917
70,0.67632893296
71,0.683626694639
72,0.692769776343
73,0.69302811329
74,0.716548129824
75,0.696289986695
76,0.692763640221
77,0.708484737551
78,0.691898845801
79,0.709424055785
80,0.693392416999
81,0.683595034786
82,0.720998924616
83,0.696455096948
84,0.689552107794
85,0.703579971892
86,0.700235350578
87,0.696929350949
88,0.691675949673
89,0.700061015141
90,0.708743642699
91,0.688568246051
92,0.718308176959
93,0.709654052852
94,0.702568219246
95,0.682478188395
96,0.713209937013
97,0.685099124745
98,0.715350957174
99,0.711502756742
