,0
0,0.670241116617
1,0.655312065928
2,0.663090216027
3,0.634495346099
4,0.666839955318
5,0.672100217546
6,0.685828773137
7,0.654784466551
8,0.682551037628
9,0.667262573155
10,0.679866032355
11,0.660028837444
12,0.681439604427
13,0.656139064784
14,0.690321857068
15,0.667174706836
16,0.690263582325
17,0.685009221956
18,0.673376349866
19,0.661868937625
20,0.647737191273
21,0.66574829976
22,0.649474987388
23,0.643190662034
24,0.668359352263
25,0.657850003374
26,0.682586332637
27,0.672849204403
28,0.639431693642
29,0.646304139247
30,0.652237949971
31,0.662264536317
32,0.662829481965
33,0.670468409643
34,0.653270272257
35,0.661424618876
36,0.662789061457
37,0.671529194283
38,0.67186992105
39,0.673393809566
40,0.681883094222
41,0.67852391898
42,0.671582084641
43,0.660957885551
44,0.65865011829
45,0.659486062486
46,0.646421786762
47,0.672097327706
48,0.659720064054
49,0.669151028284
50,0.672340528625
51,0.666375950103
52,0.64994444696
53,0.663163007006
54,0.668433384645
55,0.638276093889
56,0.667016792474
57,0.665821094184
58,0.65485016299
59,0.662717389863
60,0.670467216518
61,0.666904780337
62,0.673445173897
63,0.652559473456
64,0.651348300486
65,0.663827839309
66,0.663388893301
67,0.678177493314
68,0.663568977195
69,0.667772894284
70,0.665896824315
71,0.655710797307
72,0.667458596539
73,0.665583534567
74,0.683264579281
75,0.655830559493
76,0.660094952089
77,0.672096334106
78,0.664153928315
79,0.64994817748
80,0.660694550622
81,0.674919777733
82,0.665699802574
83,0.686986305429
84,0.670755037061
85,0.682723807553
86,0.663282579778
87,0.66313958374
88,0.670217292873
89,0.658596260013
90,0.679960637733
91,0.657646239282
92,0.651020644054
93,0.676975435257
94,0.667476079005
95,0.657630372323
96,0.661919713438
97,0.695691348197
98,0.677269276574
99,0.69014895583
