,0
0,0.679543555665
1,0.676348164381
2,0.65420034862
3,0.666831708969
4,0.654371371805
5,0.696282534184
6,0.673519248001
7,0.668433143765
8,0.647632578982
9,0.649422062
10,0.668443198041
11,0.668024925768
12,0.679022290884
13,0.670427394227
14,0.676247711735
15,0.689666434347
16,0.66021263847
17,0.682846273059
18,0.663457325194
19,0.691473643473
20,0.654568452184
21,0.682156284902
22,0.674059852673
23,0.659298215715
24,0.674063522464
25,0.692793175255
26,0.679816637415
27,0.677807284318
28,0.662835628191
29,0.670930908895
30,0.67591525345
31,0.680606949826
32,0.665513021867
33,0.664808792707
34,0.683811113702
35,0.695903644351
36,0.655523733308
37,0.647237611812
38,0.652286998432
39,0.684777965972
40,0.654483741093
41,0.68480446996
42,0.656951714653
43,0.670093454587
44,0.676266414309
45,0.652602712689
46,0.697201971802
47,0.65589053202
48,0.677912355798
49,0.676551843007
50,0.661765046345
51,0.663458328651
52,0.663771112441
53,0.675724089593
54,0.676679928564
55,0.672283118805
56,0.676480383532
57,0.701046986253
58,0.67372386564
59,0.678917882178
60,0.681510287944
61,0.675022655081
62,0.669484201565
63,0.682085139621
64,0.661396797427
65,0.665785875518
66,0.636682609992
67,0.684017179554
68,0.674502294459
69,0.667096794662
70,0.664144734116
71,0.671063089044
72,0.689661169415
73,0.686809919182
74,0.643715938944
75,0.684560527082
76,0.667941053542
77,0.679768609983
78,0.689384090904
79,0.692407384243
80,0.65827772981
81,0.674324969451
82,0.672519058441
83,0.676688264256
84,0.662604883887
85,0.670135163372
86,0.661977056633
87,0.648979505674
88,0.692956012584
89,0.672407825029
90,0.660067815638
91,0.673747283748
92,0.691829601088
93,0.67450950083
94,0.665393938968
95,0.663545557141
96,0.688942576638
97,0.661007615428
98,0.681029763133
99,0.672543000929
