,0
0,0.699816209072
1,0.672102798321
2,0.683660922585
3,0.680744773108
4,0.683444872906
5,0.680840279865
6,0.681653050655
7,0.683373268335
8,0.66433671221
9,0.681711847132
10,0.66554245052
11,0.688975924775
12,0.692517330916
13,0.678385777149
14,0.692935298529
15,0.673238428534
16,0.671264863636
17,0.656939576807
18,0.693074055119
19,0.675019566607
20,0.689678797462
21,0.694479239378
22,0.670292923799
23,0.685306099061
24,0.693643115813
25,0.674097198618
26,0.676690080928
27,0.692065377213
28,0.673664408223
29,0.675771674453
30,0.67190472991
31,0.682706165026
32,0.681148033725
33,0.660159194627
34,0.665961477308
35,0.690519332463
36,0.684625499201
37,0.698792847732
38,0.667128168878
39,0.685235576689
40,0.696619802038
41,0.68924599504
42,0.684075382449
43,0.668371027241
44,0.694856954522
45,0.6889505366
46,0.662023737805
47,0.696895184883
48,0.68338680013
49,0.700975778406
50,0.69039666516
51,0.700034181689
52,0.67377580262
53,0.69591586282
54,0.684244400208
55,0.674735696433
56,0.691629455962
57,0.672525471872
58,0.683895420417
59,0.683437347292
60,0.689624457738
61,0.680491010987
62,0.674121301294
63,0.690000751126
64,0.685660070988
65,0.682970061956
66,0.669135884215
67,0.671094137064
68,0.670393646692
69,0.656222509636
70,0.649179896348
71,0.68434038939
72,0.692714338642
73,0.689171316126
74,0.692849964594
75,0.697599313488
76,0.680863399061
77,0.668220027915
78,0.691248148366
79,0.697562843407
80,0.702155143637
81,0.677506923476
82,0.681755054368
83,0.680761956383
84,0.662625048949
85,0.681010702076
86,0.665377783177
87,0.678028375409
88,0.670298053193
89,0.690990030821
90,0.689253287744
91,0.678292563685
92,0.667406053769
93,0.691932931478
94,0.673857357416
95,0.678793648337
96,0.671362154465
97,0.675485672857
98,0.670146024631
99,0.696143906649
