,0
0,0.710734224311
1,0.688689195752
2,0.699103066502
3,0.703648914954
4,0.682038091278
5,0.692184042552
6,0.702408205513
7,0.685391003023
8,0.690958122961
9,0.702948418274
10,0.684530100773
11,0.678119897488
12,0.689484878534
13,0.688262199829
14,0.680276982658
15,0.687081934739
16,0.678890632731
17,0.699075087088
18,0.701139644218
19,0.680781896161
20,0.700716616848
21,0.668302169425
22,0.688399141971
23,0.711816674758
24,0.706821483097
25,0.682812878923
26,0.689383443647
27,0.696536482587
28,0.672739268941
29,0.706986545111
30,0.683237049108
31,0.667684209689
32,0.705144728079
33,0.689998537371
34,0.672881046674
35,0.685764002581
36,0.676897488077
37,0.688214757437
38,0.705258559249
39,0.686781529994
40,0.701363495733
41,0.687942098639
42,0.704778473342
43,0.691959015004
44,0.686649451627
45,0.678031428929
46,0.694415370266
47,0.690594043514
48,0.705724709777
49,0.7076657164
50,0.70593259594
51,0.675252415475
52,0.684980413302
53,0.693111729531
54,0.685151195975
55,0.698425779316
56,0.685348827611
57,0.693754412402
58,0.702058056305
59,0.688451523313
60,0.690138118366
61,0.708407894273
62,0.680105586088
63,0.673908973776
64,0.690246842585
65,0.690355087933
66,0.692700633971
67,0.699073828879
68,0.687982059264
69,0.68800262407
70,0.682256603328
71,0.690721934682
72,0.683174623639
73,0.702022072359
74,0.700269691591
75,0.69981417789
76,0.673861109625
77,0.681218660687
78,0.697761663844
79,0.704376827621
80,0.69926103787
81,0.701948140701
82,0.687976974736
83,0.702135994778
84,0.688413856461
85,0.696175524408
86,0.685666930037
87,0.685941846974
88,0.688363180764
89,0.697572746334
90,0.695788461349
91,0.695697521591
92,0.681081116337
93,0.698758046896
94,0.691218057757
95,0.679119771123
96,0.690990794873
97,0.688121533035
98,0.691264417928
99,0.695527239797
