,0
0,0.703680423377
1,0.6950057429
2,0.692904320904
3,0.687335649975
4,0.6878484651
5,0.693854221513
6,0.670640077594
7,0.713558984305
8,0.695819060506
9,0.700384379826
10,0.701034956098
11,0.714052298566
12,0.706503306187
13,0.688439939936
14,0.698818423779
15,0.705209590544
16,0.683071783939
17,0.696417921705
18,0.701985879091
19,0.708364130987
20,0.69535752734
21,0.690585141314
22,0.705173272953
23,0.685634352893
24,0.698580617277
25,0.705531758072
26,0.700881342416
27,0.676994169413
28,0.71744389581
29,0.689361178214
30,0.703193962605
31,0.705713882952
32,0.695276882539
33,0.690983283874
34,0.709704290338
35,0.71972987856
36,0.722168448724
37,0.69267344614
38,0.68739358743
39,0.697933626076
40,0.704340649684
41,0.68831232309
42,0.708105375348
43,0.699683452182
44,0.684121867398
45,0.68856242061
46,0.707941948137
47,0.71385596132
48,0.678537603074
49,0.717045287561
50,0.696369194098
51,0.702447909328
52,0.702590482209
53,0.694548186588
54,0.697220553817
55,0.69326783594
56,0.701640727044
57,0.71246936522
58,0.68574799061
59,0.693781979479
60,0.719168656086
61,0.693196809004
62,0.668513003344
63,0.695761099326
64,0.700928710717
65,0.717728416561
66,0.6794895263
67,0.693853772276
68,0.706840684498
69,0.707974313904
70,0.69994086633
71,0.69731445265
72,0.690893010283
73,0.683424092919
74,0.724156584505
75,0.69379363332
76,0.725480711617
77,0.682226249326
78,0.701775880212
79,0.683733080206
80,0.692581454691
81,0.702590465851
82,0.683170725557
83,0.703645798388
84,0.700288192007
85,0.702519796379
86,0.706667131265
87,0.690250375353
88,0.705558200978
89,0.683531089561
90,0.691198896826
91,0.710976781768
92,0.700053266241
93,0.67624807456
94,0.698448856418
95,0.693193666287
96,0.689264010192
97,0.684026322974
98,0.701533015044
99,0.703071466347
