,0
0,0.672223965377
1,0.651619487805
2,0.665093999881
3,0.680111223861
4,0.665174397271
5,0.679431473832
6,0.68107582757
7,0.666611470587
8,0.679585376788
9,0.68126161093
10,0.671222528863
11,0.680021821736
12,0.668453349602
13,0.68080376815
14,0.704280625195
15,0.672727364722
16,0.676648284195
17,0.68088936779
18,0.678416678509
19,0.673985488793
20,0.699316638851
21,0.686282956029
22,0.692499517957
23,0.673113541314
24,0.675740741844
25,0.663100757158
26,0.648558666301
27,0.683652350188
28,0.68875775195
29,0.647267752918
30,0.659625098007
31,0.684756811272
32,0.697364316747
33,0.669638061043
34,0.689632266816
35,0.675605607466
36,0.67795483319
37,0.674101986123
38,0.691797371565
39,0.690670461846
40,0.659839782409
41,0.663825379801
42,0.661040233637
43,0.684206582981
44,0.664109991343
45,0.682787135451
46,0.695846633483
47,0.66404314518
48,0.676955605905
49,0.671763895537
50,0.675013692113
51,0.658154674714
52,0.67483345872
53,0.679283078355
54,0.669597199676
55,0.669619067091
56,0.679725030428
57,0.701771013464
58,0.651984857095
59,0.676182916369
60,0.66009146126
61,0.667734333163
62,0.691487085343
63,0.684840211108
64,0.677236798203
65,0.686592957787
66,0.657469083157
67,0.680543113833
68,0.655370672743
69,0.663775619056
70,0.680621772893
71,0.659456348057
72,0.673350586101
73,0.676462062564
74,0.687289742076
75,0.667261070784
76,0.675079904559
77,0.67183547088
78,0.676839980468
79,0.671589338679
80,0.693299758591
81,0.688134457779
82,0.681111820837
83,0.676398261456
84,0.67001462629
85,0.678316960496
86,0.670622514351
87,0.677290224412
88,0.671536628434
89,0.674925699342
90,0.690222078368
91,0.659637145384
92,0.669542618784
93,0.699066781543
94,0.674951513504
95,0.668785849791
96,0.677166881172
97,0.682630465009
98,0.677983591593
99,0.668866941043
